SD initialization failed!
Is there an SD card inserted?
7398 18677638 169 29.05 3006084 22.29
7399 18678830 67 18.51 3006090 22.29
7400 18686663 82 20.36 3006096 22.19
7401 18686979 78 19.92 3006102 22.29
7402 18690035 97 21.75 3006108 22.19
7403 18691860 127 24.18 3006114 22.19
7404 18692747 127 24.18 3006120 22.19
7405 18693367 218 37.23 3006126 22.29
7406 18693954 254 43.77 3006132 22.19
7407 18694643 71 19.06 3006138 22.19
7408 18700644 90 21.14 3006144 22.19
7409 18701530 63 17.91 3006150 22.40
7410 18703411 143 25.74 3006156 22.29
7411 18710402 89 21.05 3006162 22.29
7412 18712524 156 27.28 3006168 22.29
7413 18712856 255 43.96 3006174 22.19
7414 18715877 89 21.05 3006180 22.29
7415 18716143 97 21.75 3006186 22.29
7416 18716758 102 22.15 3006192 22.19
7417 18723240 210 35.78 3006198 22.19
7418 18724974 56 16.76 3006204 22.19
7419 18725677 124 23.92 3006210 22.19
7420 18725738 103 22.23 3006216 22.29
7421 18728605 78 19.92 3006222 22.29
7422 18731247 51 15.86 3006228 22.19
7423 18732081 216 36.85 3006234 22.19
7424 18732869 224 38.29 3006240 22.19
7425 18735132 71 19.06 3006246 22.19
7426 18736960 62 17.75 3006252 22.29
7427 18737118 590 200.72 3006258 22.19
7428 18737340 79 20.03 3006264 22.29
7429 18746803 83 20.46 3006270 22.19
7430 18747523 93 21.41 3006276 22.19
7431 18749418 241 41.39 3006282 22.19
7432 18749871 206 35.07 3006288 22.19
7433 18759180 48 15.29 3006294 22.19
7434 18761592 313 56.02 3006300 22.19
7435 18763611 192 32.67 3006306 22.19
7436 18764546 79 20.03 3006312 22.29
7437 18768440 127 24.18 3006318 22.29
7438 18768699 60 17.43 3006324 22.19
7439 18772833 275 47.73 3006330 22.29
7440 18774983 103 22.23 3006336 22.19
7441 18779667 115 23.18 3006342 22.29
7442 18782979 79 20.03 3006348 22.19
7443 18786826 56 16.76 3006354 22.29
7444 18788614 63 17.91 3006360 22.19
7445 18791065 184 31.36 3006366 22.19
7446 18802947 152 26.78 3006372 22.19
7447 18807204 224 38.29 3006378 22.29
7448 18811891 127 24.18 3006384 22.19
7449 18814434 348 65.64 3006390 22.29
7450 18814945 71 19.06 3006396 22.19
7451 18818712 376 76.43 3006402 22.29
7452 18820005 176 30.09 3006408 22.29
7453 18820027 73 19.32 3006414 22.29
7454 18822519 67 18.51 3006420 22.19
7455 18822874 76 19.69 3006426 22.19
7456 18822969 211 35.96 3006432 22.29
7457 18824316 179 30.55 3006438 22.19
7458 18825115 184 31.36 3006444 22.19
7459 18826196 62 17.75 3006450 22.19
7460 18828895 79 20.03 3006456 22.19
7461 18833185 304 53.73 3006462 22.19
7462 18833211 96 21.67 3006468 22.29
7463 18834449 325 59.05 3006474 22.29
7464 18835604 51 15.86 3006480 22.29
7465 18836350 117 23.34 3006486 22.29
7466 18838670 56 16.76 3006492 22.29
7467 18838972 61 17.60 3006498 22.19
7468 18840883 103 22.23 3006504 22.29
7469 18843584 127 24.18 3006510 22.19
7470 18845237 135 24.92 3006516 22.29
7471 18848240 162 28.06 3006522 22.29
7472 18849129 92 21.32 3006528 22.29
7473 18855655 67 18.51 3006534 22.29
7474 18856284 224 38.29 3006540 22.40
7475 18858489 319 57.64 3006546 22.19
7476 18863541 304 53.73 3006552 22.19
7477 18863830 60 17.43 3006558 22.29
7478 18864132 204 34.73 3006564 22.19
7479 18864328 82 20.36 3006570 22.19
7480 18864711 56 16.76 3006576 22.19
7481 18867578 83 20.46 3006582 22.19
7482 18868000 88 20.96 3006588 22.29
7483 18870650 70 18.93 3006594 22.19
7484 18872766 275 47.73 3006600 22.29
7485 18878871 135 24.92 3006606 22.29
7486 18885335 348 65.64 3006612 22.19
7487 18890673 74 19.44 3006618 22.19
7488 18891155 88 20.96 3006624 22.19
7489 18895900 135 24.92 3006630 22.19
7490 18896227 53 16.22 3006636 22.19
7491 18896674 97 21.75 3006642 22.29
7492 18900656 56 16.76 3006648 22.19
7493 18902788 56 16.76 3006654 22.19
7494 18907107 66 18.36 3006660 22.19
7495 18908000 143 25.74 3006666 22.19
7496 18910653 103 22.23 3006672 22.19
7497 18913095 184 31.36 3006678 22.19
7498 18913634 61 17.60 3006684 22.19
7499 18916831 248 42.69 3006690 22.19
7500 18917706 73 19.32 3006696 22.19
7501 18921053 85 20.67 3006702 22.19
7502 18921910 163 28.20 3006708 22.19
7503 18922764 88 20.96 3006714 22.19
7504 18923073 202 34.38 3006720 22.19
7505 18923256 88 20.96 3006726 22.19
7506 18924318 307 54.48 3006732 22.19
7507 18925325 103 22.23 3006738 22.19
7508 18925681 159 27.66 3006744 22.19
7509 18926954 127 24.18 3006750 22.19
7510 18927466 85 20.67 3006756 22.19
7511 18929914 103 22.23 3006762 22.29
7512 18930423 147 26.19 3006768 22.29
7513 18930819 332 61.17 3006774 22.29
7514 18931053 71 19.06 3006780 22.29
7515 18931542 335 61.77 3006786 22.19
7516 18931926 77 19.81 3006792 22.29
7517 18932594 487 132.65 3006798 22.19
7518 18932955 89 21.05 3006804 22.19
7519 18933737 216 36.85 3006810 22.19
7520 18933866 71 19.06 3006816 22.29
7521 18934236 121 23.66 3006822 22.29
7522 18936769 88 20.96 3006828 22.19
7523 18937871 195 33.17 3006834 22.19
7524 18940118 255 43.96 3006840 22.29
7525 18940898 124 23.92 3006846 22.29
7526 18941080 216 36.85 3006852 22.29
7527 18943227 88 20.96 3006858 22.29
7528 18947362 103 22.23 3006864 22.19
7529 18950267 473 126.29 3006870 22.29
7530 18952327 312 55.68 3006876 22.19
7531 18952663 99 21.91 3006882 22.19
7532 18956316 115 23.18 3006888 22.19
7533 18956946 117 23.34 3006894 22.19
7534 18957329 67 18.51 3006900 22.29
7535 18958504 88 20.96 3006906 22.29
7536 18960321 71 19.06 3006912 22.19
7537 18960887 83 20.46 3006918 22.19
7538 18962063 193 32.84 3006924 22.19
7539 18962371 49 15.48 3006930 22.19
7540 18965400 63 17.91 3006936 22.19
7541 18966258 89 21.05 3006942 22.19
7542 18970297 127 24.18 3006948 22.19
7543 18977415 108 22.63 3006954 22.19
7544 18977491 56 16.76 3006960 22.19
7545 18978970 78 19.92 3006966 22.29
7546 18979003 304 53.73 3006972 22.19
7547 18980768 101 22.08 3006978 22.19
7548 18981917 51 15.86 3006984 22.19
7549 18987991 70 18.93 3006990 22.19
7550 18988473 108 22.63 3006996 22.19
7551 18994953 188 32.01 3007002 22.19
7552 19000286 67 18.51 3007008 22.19
7553 19001751 263 45.37 3007014 22.19
7554 19001906 304 53.73 3007020 22.19
7555 19002827 82 20.36 3007026 22.19
7556 19004552 167 28.76 3007032 22.19
7557 19005306 376 76.43 3007038 22.19
7558 19006155 66 18.36 3007044 22.19
7559 19007899 67 18.51 3007050 22.19
7560 19010263 195 33.17 3007056 22.19
7561 19012200 60 17.43 3007062 22.19
7562 19012776 112 22.94 3007068 22.19
7563 19014892 110 22.78 3007074 22.19
7564 19015636 185 31.51 3007080 22.29
7565 19017942 103 22.23 3007086 22.19
7566 19018307 56 16.76 3007092 22.19
7567 19022552 255 43.96 3007098 22.19
7568 19024769 78 19.92 3007104 22.19
7569 19025088 88 20.96 3007110 22.19
7570 19026035 364 71.71 3007116 22.19
7571 19027686 213 36.33 3007122 22.19
7572 19030427 240 41.21 3007128 22.19
7573 19032546 143 25.74 3007134 22.19
7574 19034308 71 19.06 3007140 22.19
7575 19034588 177 30.25 3007146 22.19
7576 19034670 401 87.91 3007152 22.29
7577 19044841 255 43.96 3007158 22.19
7578 19045276 106 22.47 3007164 22.29
7579 19045917 441 109.77 3007170 22.29
7580 19052855 142 25.64 3007176 22.19
7581 19054450 184 31.36 3007182 22.19
7582 19054551 135 24.92 3007188 22.19
7583 19055020 386 80.48 3007194 22.19
7584 19055565 53 16.22 3007200 22.19
7585 19058197 207 35.26 3007206 22.19
7586 19061761 250 43.04 3007212 22.19
7587 19062211 231 39.55 3007218 22.29
7588 19062573 93 21.41 3007224 22.29
7589 19064292 96 21.67 3007230 22.29
7590 19064611 53 16.22 3007236 22.19
7591 19065651 92 21.32 3007242 22.19
7592 19069853 67 18.51 3007248 22.19
7593 19069942 313 56.02 3007254 22.19
7594 19071398 102 22.15 3007260 22.29
7595 19074094 90 21.14 3007266 22.19
7596 19077226 399 87.30 3007272 22.19
7597 19084567 281 48.90 3007278 22.19
7598 19084822 92 21.32 3007284 22.19
7599 19088096 177 30.25 3007290 22.19
7600 19089087 71 19.06 3007296 22.19
7601 19089538 51 15.86 3007302 22.19
7602 19094220 96 21.67 3007308 22.29
7603 19095003 165 28.48 3007314 22.19
7604 19100069 51 15.86 3007320 22.19
7605 19100395 89 21.05 3007326 22.29
7606 19100716 327 59.28 3007332 22.19
7607 19103704 88 20.96 3007338 22.29
7608 19105191 76 19.69 3007344 22.19
7609 19105343 63 17.91 3007350 21.97
7610 19106621 63 17.91 3007356 22.19
7611 19108092 70 18.93 3007362 22.19
7612 19108179 99 21.91 3007368 22.19
7613 19108521 189 32.16 3007374 22.19
7614 19110744 98 21.83 3007380 22.19
7615 19110932 172 29.49 3007386 22.19
7616 19115421 88 20.96 3007392 22.19
7617 19118239 206 35.07 3007398 22.29
7618 19122446 85 20.67 3007404 22.19
7619 19124197 176 30.09 3007410 22.19
7620 19125135 240 41.21 3007416 22.19
7621 19127816 163 28.20 3007422 22.19
7622 19129394 51 15.86 3007428 22.19
7623 19130946 115 23.18 3007434 22.29
7624 19130975 147 26.19 3007440 22.19
7625 19133665 152 26.78 3007446 22.29
7626 19134953 67 18.51 3007452 22.29
7627 19136331 57 16.93 3007458 22.19
7628 19137874 109 22.70 3007464 22.19
7629 19138260 74 19.44 3007470 22.19
7630 19143077 56 16.76 3007476 22.19
7631 19145850 105 22.39 3007482 22.19
7632 19146870 284 49.41 3007488 22.29
7633 19152436 178 30.40 3007494 22.19
7634 19153614 94 21.50 3007500 22.19
7635 19154785 98 21.83 3007506 22.19
7636 19155403 108 22.63 3007512 22.29
7637 19158530 79 20.03 3007518 22.19
7638 19160756 497 142.37 3007524 22.19
7639 19161303 287 50.23 3007530 22.19
7640 19167994 63 17.91 3007536 22.19
7641 19169491 127 24.18 3007542 22.19
7642 19170804 60 17.43 3007548 22.19
7643 19173488 73 19.32 3007554 22.19
7644 19180376 241 41.39 3007560 22.19
7645 19180417 284 49.41 3007566 22.19
7646 19181190 57 16.93 3007572 22.19
7647 19181643 103 22.23 3007578 22.19
7648 19184380 280 48.67 3007584 22.19
7649 19185855 73 19.32 3007590 22.19
7650 19187320 255 43.96 3007596 22.29
7651 19190114 353 67.64 3007602 22.19
7652 19191794 173 29.64 3007608 22.19
7653 19195512 125 24.00 3007614 22.29
7654 19198137 53 16.22 3007620 22.29
7655 19202549 167 28.76 3007626 22.19
7656 19202624 61 17.60 3007632 22.19
7657 19203399 79 20.03 3007638 22.19
7658 19203477 96 21.67 3007644 22.19
7659 19203801 56 16.76 3007650 22.19
7660 19203875 103 22.23 3007656 22.19
7661 19205538 216 36.85 3007662 22.19
7662 19205676 376 76.43 3007668 22.29
7663 19212468 205 34.91 3007674 22.29
7664 19216523 88 20.96 3007680 22.19
7665 19217045 217 37.04 3007686 22.29
7666 19217923 96 21.67 3007692 22.29
7667 19219080 216 36.85 3007698 22.29
7668 19220892 153 26.90 3007704 22.29
7669 19224136 66 18.36 3007710 22.29
7670 19224643 227 38.83 3007716 22.29
7671 19224876 277 48.09 3007722 22.19
7672 19229274 83 20.46 3007728 22.19
7673 19231397 220 37.58 3007734 22.19
7674 19231699 312 55.68 3007740 22.19
7675 19233668 166 28.62 3007746 22.19
7676 19233931 185 31.51 3007752 22.29
7677 19239070 451 113.08 3007758 22.29
7678 19239349 184 31.36 3007764 22.19
7679 19239649 184 31.36 3007770 22.19
7680 19239954 57 16.93 3007776 22.29
7681 19243429 110 22.78 3007782 22.29
7682 19245430 88 20.96 3007788 22.19
7683 19248555 62 17.75 3007794 22.29
7684 19250256 79 20.03 3007800 22.19
7685 19250421 179 30.55 3007806 22.29
7686 19252579 131 24.54 3007812 22.19
7687 19254223 455 117.03 3007818 22.19
7688 19256826 57 16.93 3007824 22.19
7689 19257355 369 73.42 3007830 22.29
7690 19260641 49 15.48 3007836 22.19
7691 19265251 88 20.96 3007842 22.19
7692 19270902 172 29.49 3007848 22.19
7693 19271561 184 31.36 3007854 22.19
7694 19275132 88 20.96 3007860 22.19
7695 19278579 56 16.76 3007866 22.19
7696 19279846 71 19.06 3007872 22.29
7697 19280896 53 16.22 3007878 22.19
7698 19282999 71 19.06 3007884 22.29
7699 19287156 419 97.20 3007890 22.19
7700 19287193 56 16.76 3007896 22.29
7701 19288542 124 23.92 3007902 22.19
7702 19289546 159 27.66 3007908 22.19
7703 19294310 117 23.34 3007914 22.19
7704 19294601 211 35.96 3007920 22.19
7705 19304101 230 39.39 3007926 22.29
7706 19305761 280 48.67 3007932 22.19
7707 19307860 96 21.67 3007938 22.19
7708 19309328 444 109.09 3007944 22.29
7709 19310134 61 17.60 3007950 22.19
7710 19312033 295 51.75 3007956 22.19
7711 19312975 70 18.93 3007962 22.29
7712 19313480 236 40.44 3007968 22.29
7713 19313707 66 18.36 3007974 22.19
7714 19314059 106 22.47 3007980 22.29
7715 19314359 255 43.96 3007986 22.19
7716 19317698 71 19.06 3007992 22.29
7717 19322417 143 25.74 3007998 22.29
7718 19322659 120 23.58 3008004 22.29
7719 19323364 67 18.51 3008010 22.29
7720 19323828 236 40.44 3008016 22.29
7721 19324549 51 15.86 3008022 22.19
7722 19325140 71 19.06 3008028 22.29
7723 19326462 521 150.31 3008034 22.19
7724 19327572 62 17.75 3008040 22.19
7725 19328153 78 19.92 3008046 22.19
7726 19328359 71 19.06 3008052 22.19
7727 19330258 56 16.76 3008058 22.19
7728 19331367 63 17.91 3008064 22.19
7729 19331643 312 55.68 3008070 22.19
7730 19331980 227 38.83 3008076 22.19
7731 19332586 60 17.43 3008082 22.29
7732 19333971 126 24.09 3008088 22.29
7733 19333988 56 16.76 3008094 22.19
7734 19338029 341 63.69 3008100 22.19
7735 19339216 355 68.30 3008106 22.19
7736 19340042 412 92.93 3008112 22.29
7737 19340156 63 17.91 3008118 22.29
7738 19342303 71 19.06 3008124 22.19
7739 19342746 192 32.67 3008130 22.29
7740 19345497 199 33.86 3008136 22.29
7741 19345819 220 37.58 3008142 22.29
7742 19347697 133 24.73 3008148 22.19
7743 19348537 293 51.29 3008154 22.29
7744 19353088 255 43.96 3008160 22.19
7745 19354141 291 50.97 3008166 22.19
7746 19359336 585 189.11 3008172 22.19
7747 19360159 280 48.67 3008178 22.29
7748 19360788 352 66.89 3008184 22.29
7749 19365046 273 47.25 3008190 22.19
7750 19367000 181 30.87 3008196 22.19
7751 19369495 211 35.96 3008202 22.29
7752 19373136 83 20.46 3008208 22.29
7753 19373385 135 24.92 3008214 22.29
7754 19374969 51 15.86 3008220 22.19
7755 19376130 56 16.76 3008226 22.19
7756 19376540 486 135.98 3008232 22.29
7757 19378224 197 33.52 3008238 22.29
7758 19379655 103 22.23 3008244 22.29
7759 19381184 65 18.22 3008250 22.29
7760 19384888 78 19.92 3008256 22.29
7761 19392594 49 15.48 3008262 22.29
7762 19396013 115 23.18 3008268 22.29
7763 19396039 178 30.40 3008274 22.19
7764 19397780 110 22.78 3008280 22.19
7765 19400351 60 17.43 3008286 22.29
7766 19400647 319 57.64 3008292 22.19
7767 19402360 192 32.67 3008298 22.29
7768 19405682 92 21.32 3008304 22.19
7769 19407935 174 29.79 3008310 22.19
7770 19408849 49 15.48 3008316 22.29
7771 19409378 56 16.76 3008322 22.40
7772 19412784 57 16.93 3008328 22.29
7773 19416844 56 16.76 3008334 22.19
7774 19422976 515 147.53 3008340 22.19
7775 19425464 56 16.76 3008346 22.29
7776 19431602 391 82.35 3008352 22.29
7777 19432062 224 38.29 3008358 22.19
7778 19434554 51 15.86 3008364 22.19
7779 19434573 113 23.02 3008370 22.29
7780 19435341 62 17.75 3008376 22.19
7781 19437612 103 22.23 3008382 22.29
7782 19440329 77 19.81 3008388 22.29
7783 19441044 96 21.67 3008394 22.19
7784 19442055 89 21.05 3008400 22.19
7785 19445508 280 48.67 3008406 22.19
7786 19446630 67 18.51 3008412 22.19
7787 19447133 307 54.48 3008418 22.19
7788 19447602 94 21.50 3008424 22.19
7789 19448323 108 22.63 3008430 22.29
7790 19448479 89 21.05 3008436 22.29
7791 19451486 56 16.76 3008442 22.29
7792 19453426 295 51.75 3008448 22.19
7793 19455935 96 21.67 3008454 22.29
7794 19456118 179 30.55 3008460 22.19
7795 19456598 71 19.06 3008466 22.40
7796 19459843 51 15.86 3008472 22.29
7797 19462564 249 42.85 3008478 22.19
7798 19464944 152 26.78 3008484 22.19
7799 19465322 79 20.03 3008490 22.40
7800 19465650 225 38.48 3008496 22.29
7801 19469611 56 16.76 3008502 22.29
7802 19469642 110 22.78 3008508 22.29
7803 19470126 115 23.18 3008514 22.29
7804 19470425 71 19.06 3008520 22.29
7805 19470480 185 31.51 3008526 22.29
7806 19472205 86 20.77 3008532 22.29
7807 19475522 211 35.96 3008538 22.19
7808 19477026 110 22.78 3008544 22.19
7809 19477779 56 16.76 3008550 22.19
7810 19478257 76 19.69 3008556 22.19
7811 19479365 56 16.76 3008562 22.29
7812 19481650 79 20.03 3008568 22.29
7813 19482342 79 20.03 3008574 22.19
7814 19483612 51 15.86 3008580 22.29
7815 19487149 529 156.43 3008586 22.19
7816 19491082 105 22.39 3008592 22.29
7817 19493947 268 46.26 3008598 22.29
7818 19496245 94 21.50 3008604 22.19
7819 19498046 103 22.23 3008610 22.29
7820 19500103 57 16.93 3008616 22.19
7821 19500430 131 24.54 3008622 22.19
7822 19501035 231 39.55 3008628 22.19
7823 19507559 51 15.86 3008634 22.29
7824 19508294 53 16.22 3008640 22.19
7825 19508562 60 17.43 3008646 22.19
7826 19509443 505 145.23 3008652 22.29
7827 19511434 71 19.06 3008658 22.19
7828 19514710 145 25.96 3008664 22.29
7829 19522321 120 23.58 3008670 22.29
7830 19525038 70 18.93 3008676 22.19
7831 19527770 243 41.74 3008682 22.19
7832 19529426 76 19.69 3008688 22.19
7833 19530092 51 15.86 3008694 22.29
7834 19531386 408 90.57 3008700 22.29
7835 19533147 153 26.90 3008706 22.19
7836 19536694 368 72.93 3008712 22.19
7837 19537501 51 15.86 3008718 22.19
7838 19537698 70 18.93 3008724 22.19
7839 19541892 51 15.86 3008730 22.29
7840 19542877 92 21.32 3008736 22.40
7841 19543214 135 24.92 3008742 22.40
7842 19543377 291 50.97 3008748 22.29
7843 19545396 371 73.82 3008754 22.19
7844 19545814 49 15.48 3008760 22.29
7845 19556002 60 17.43 3008766 22.29
7846 19558054 71 19.06 3008772 22.29
7847 19561550 220 37.58 3008778 22.29
7848 19563352 71 19.06 3008784 22.29
7849 19568175 167 28.76 3008790 22.29
7850 19568221 537 162.17 3008796 22.19
7851 19571301 108 22.63 3008802 22.29
7852 19580902 319 57.64 3008808 22.29
7853 19582558 88 20.96 3008814 22.19
7854 19583138 89 21.05 3008820 22.29
7855 19584647 335 61.77 3008826 22.29
7856 19587401 199 33.86 3008832 22.29
7857 19587418 76 19.69 3008838 22.29
7858 19589385 62 17.75 3008844 22.29
7859 19589487 583 201.26 3008850 22.29
7860 19592602 88 20.96 3008856 22.19
7861 19594368 153 26.90 3008862 22.19
7862 19594652 60 17.43 3008868 22.19
7863 19595934 206 35.07 3008874 22.29
7864 19599058 485 135.76 3008880 22.29
7865 19602797 96 21.67 3008886 22.19
7866 19603254 88 20.96 3008892 22.29
7867 19605703 149 26.42 3008898 22.19
7868 19608907 110 22.78 3008904 22.19
7869 19612036 127 24.18 3008910 22.19
7870 19614071 56 16.76 3008916 22.19
7871 19617609 97 21.75 3008922 22.29
7872 19618193 85 20.67 3008928 22.19
7873 19622601 60 17.43 3008934 22.29
7874 19622642 103 22.23 3008940 22.19
7875 19624170 586 192.72 3008946 22.19
7876 19624471 67 18.51 3008952 22.40
7877 19624487 225 38.48 3008958 22.29
7878 19629453 74 19.44 3008964 22.29
7879 19629879 204 34.73 3008970 22.19
7880 19631633 210 35.78 3008976 22.29
7881 19632434 268 46.26 3008982 22.29
7882 19632604 254 43.77 3008988 22.19
7883 19637645 255 43.96 3008994 22.29
7884 19638508 110 22.78 3009000 22.29
7885 19638572 432 101.61 3009006 22.19
7886 19639501 209 35.61 3009012 22.29
7887 19641196 89 21.05 3009018 22.29
7888 19644134 135 24.92 3009024 22.19
7889 19645582 53 16.22 3009030 22.40
7890 19654150 463 119.23 3009036 22.29
7891 19655530 163 28.20 3009042 22.29
7892 19655878 166 28.62 3009048 22.29
7893 19657029 51 15.86 3009054 22.19
7894 19659902 422 97.97 3009060 22.19
7895 19662689 71 19.06 3009066 22.29
7896 19663622 71 19.06 3009072 22.19
7897 19665240 231 39.55 3009078 22.29
7898 19665534 253 43.55 3009084 22.29
